respnum,com3,epht3,finalwt,finalwt2,env_con,male,hlthprob,inc,inclog,educat
102936,(3) in the middle,(1) not at all concerned,84.307487,.13934563,3.5999999,0,0,32500,10.388995,12
102937,(4),(3) very concerned,144.15401,.23826157,3.7272727,1,0,40000,10.596635,13
102938,(3) in the middle,(2) somewhat concerned,141.74516,.23428014,3.6363637,0,0,50000,10.819778,13
102939,(4),(3) very concerned,2887.5037,4.7725425,2.090909,0,0,80000,11.289782,16
102940,(5) very strongly a part of the community,(2) somewhat concerned,32.420509,.053585473,3.8181818,0,0,22500,10.021271,11
102941,(5) very strongly a part of the community,(2) somewhat concerned,283.92975,.46928659,3.909091,0,0,60000,11.0021,12
102942,(3) in the middle,(3) very concerned,323.2865,.53433651,2.2727273,1,0,60000,11.0021,12
102943,(5) very strongly a part of the community,(2) somewhat concerned,335.27609,.5541532,4,1,0,22500,10.021271,12
102944,(3) in the middle,(2) somewhat concerned,3546.5452,5.8618236,3.3636363,1,0,70000,11.156251,16
102945,(5) very strongly a part of the community,(4) extremely concerned,568.04724,.93888348,3.4545455,0,1,,,12
102947,(3) in the middle,(3) very concerned,504.0553,.83311588,3.5999999,0,1,92500,11.434964,13
102948,(5) very strongly a part of the community,(1) not at all concerned,165.83931,.27410361,4,0,0,11250,9.3281231,12
102949,(3) in the middle,(2) somewhat concerned,86.628525,.14318192,2.6363637,0,0,40000,10.596635,13
102950,(5) very strongly a part of the community,(2) somewhat concerned,223.81253,.36992326,2.1818182,0,0,60000,11.0021,13
102951,(4),(2) somewhat concerned,54.167793,.089529954,2.7272727,0,0,40000,10.596635,12
102952,(5) very strongly a part of the community,(2) somewhat concerned,76.807716,.12694983,3.6363637,1,0,6250,8.7403364,9
102953,(4),(2) somewhat concerned,75.27285,.12441295,3.0999999,1,1,8750,9.0768089,13
102954,(5) very strongly a part of the community,(2) somewhat concerned,169.00137,.27932996,3.8,0,0,27500,10.221941,12
102955,(5) very strongly a part of the community,(2) somewhat concerned,249.77826,.4128401,2.2,0,0,60000,11.0021,12
102956,(2),(3) very concerned,112.46659,.18588775,2.909091,0,1,50000,10.819778,14
102957,(3) in the middle,(2) somewhat concerned,1450.3739,2.3972163,3.2727273,0,0,80000,11.289782,13
102958,(5) very strongly a part of the community,(4) extremely concerned,149.68544,.24740405,1.2727273,1,1,,,12
102959,(4),(3) very concerned,5000,8.2641325,2,1,1,60000,11.0021,16
102960,(4),(1) not at all concerned,1209.3605,1.998863,3.2727273,1,0,125000,11.736069,13
102962,(2),(2) somewhat concerned,378.01071,.62478608,1.8,0,0,,,12
102963,(3) in the middle,(2) somewhat concerned,124.62253,.20597941,3.4000001,0,0,13750,9.5287943,12
102964,(5) very strongly a part of the community,(2) somewhat concerned,59.135342,.097740456,3.75,0,0,,,12
102965,(2),(2) somewhat concerned,101.61375,.16794989,3.090909,1,0,70000,11.156251,12
102966,(4),(1) not at all concerned,272.13754,.44979614,3.909091,1,0,112500,11.630709,16
102968,(4),(2) somewhat concerned,482.28961,.79714102,2.909091,1,1,125000,11.736069,14
102969,(3) in the middle,(3) very concerned,690.00964,1.1404661,2,0,0,,,13
102970,(4),(2) somewhat concerned,119.01213,.19670638,3.5999999,0,0,13750,9.5287943,13
102971,(5) very strongly a part of the community,(1) not at all concerned,185.00446,.30578026,3.909091,1,1,112500,11.630709,12
102972,(5) very strongly a part of the community,(3) very concerned,292.5249,.48349288,1.5454545,0,1,70000,11.156251,12
102973,(3) in the middle,(2) somewhat concerned,74.191742,.12262607,3,0,1,27500,10.221941,11
102975,(3) in the middle,(2) somewhat concerned,101.59892,.16792539,3.6363637,1,0,125000,11.736069,13
102976,(3) in the middle,(3) very concerned,1871.0713,3.092556,3,0,0,,,20
102977,(3) in the middle,(1) not at all concerned,403.30072,.6665861,3.5999999,0,0,32500,10.388995,13
102978,(2),(1) not at all concerned,58.801167,.097188123,3.7272727,0,0,13750,9.5287943,12
102979,(3) in the middle,(2) somewhat concerned,569.20923,.94080406,2.3636363,0,0,,,12
102980,(4),(3) very concerned,667.57013,1.1033776,2.3636363,0,1,6250,8.7403364,16
102982,(3) in the middle,(2) somewhat concerned,217.59447,.35964587,2.909091,0,0,80000,11.289782,16
102985,(4),(2) somewhat concerned,178.51819,.29505959,3.7272727,0,0,60000,11.0021,13
102986,(4),(4) extremely concerned,185.75909,.30702755,3.2727273,0,1,50000,10.819778,13
102987,(5) very strongly a part of the community,(2) somewhat concerned,54.167793,.089529954,3.3333333,0,0,,,14
102988,(2),(3) very concerned,1023.5433,1.6917394,1.9090909,0,0,112500,11.630709,20
102989,(5) very strongly a part of the community,(4) extremely concerned,287.1871,.47467041,3,0,0,50000,10.819778,14
102990,(3) in the middle,,443.88937,.73367208,3.25,0,0,22500,10.021271,12
102991,(4),(4) extremely concerned,474.66483,.78453857,2,0,1,13750,9.5287943,14
102992,(3) in the middle,(2) somewhat concerned,176.34824,.29147303,3.6363637,0,0,40000,10.596635,12
102993,(4),(4) extremely concerned,122.13431,.20186682,1.6363636,0,1,40000,10.596635,13
102994,(2),(2) somewhat concerned,1394.8251,2.3054037,3.4444444,1,0,22500,10.021271,12
102995,(5) very strongly a part of the community,(1) not at all concerned,182.34477,.30138427,4,1,0,50000,10.819778,12
102996,(4),(2) somewhat concerned,258.3082,.42693859,4,0,1,27500,10.221941,12
102997,(5) very strongly a part of the community,(2) somewhat concerned,1537.9364,2.5419421,2.625,1,0,125000,11.736069,20
102998,(3) in the middle,(2) somewhat concerned,1431.875,2.3666408,2.7272727,0,1,60000,11.0021,20
102999,(4),(3) very concerned,215.89711,.35684046,3.2727273,1,0,92500,11.434964,16
103000,(5) very strongly a part of the community,(3) very concerned,129.66707,.21431716,3.5454545,0,0,70000,11.156251,16
103001,(3) in the middle,(2) somewhat concerned,165.46165,.2734794,3.1666667,0,0,8750,9.0768089,12
103002,(1) not at all a part of the community,(3) very concerned,475.00333,.78509808,2.875,0,0,17500,9.7699566,11
103003,(4),(2) somewhat concerned,143.59355,.23733521,2.1818182,0,1,50000,10.819778,14
103005,(4),(2) somewhat concerned,1593.698,2.6341062,4,0,0,,,12
103006,(2),(3) very concerned,249.77826,.4128401,1.7777778,0,0,11250,9.3281231,13
103007,(2),(1) not at all concerned,818.17975,1.3523091,3.5,1,0,2500,7.8240461,13
103008,(3) in the middle,(2) somewhat concerned,828.62299,1.36957,3.5999999,1,0,2500,7.8240461,13
103009,(5) very strongly a part of the community,(2) somewhat concerned,41.485653,.068568587,3.8,0,0,11250,9.3281231,13
103010,(5) very strongly a part of the community,(1) not at all concerned,56.233295,.092943877,3.6363637,0,0,6250,8.7403364,13
103011,(4),(2) somewhat concerned,345.50143,.57105392,2.090909,1,0,70000,11.156251,14
103014,(4),(4) extremely concerned,187.44278,.30981037,2.1818182,0,1,112500,11.630709,16
103015,(4),(2) somewhat concerned,1691.0737,2.7950513,3,1,0,40000,10.596635,12
103016,(3) in the middle,(2) somewhat concerned,194.09419,.320804,2.090909,0,0,27500,10.221941,13
103017,(5) very strongly a part of the community,(1) not at all concerned,1564.5479,2.5859261,3,0,0,8750,9.0768089,12
103018,(5) very strongly a part of the community,(1) not at all concerned,42.153744,.069672816,3.9000001,0,0,27500,10.221941,20
103019,(3) in the middle,(2) somewhat concerned,122.4948,.20246266,3.7272727,0,0,11250,9.3281231,12
103020,(3) in the middle,(2) somewhat concerned,34.656864,.057281777,3,0,0,32500,10.388995,12
103021,(4),(2) somewhat concerned,3452.8174,5.7069077,3.4545455,1,0,92500,11.434964,12
103022,(4),(3) very concerned,1311.5504,2.1677651,2.3636363,0,0,22500,10.021271,16
103023,(4),(3) very concerned,1577.233,2.6068923,2.3636363,0,1,22500,10.021271,13
103025,(2),(2) somewhat concerned,132.38512,.21880962,2,1,0,32500,10.388995,16
103027,(4),(4) extremely concerned,69.679802,.11516862,2.2727273,1,0,50000,10.819778,16
103029,(2),(2) somewhat concerned,1542.1548,2.5489142,3.4545455,1,0,70000,11.156251,16
103030,(5) very strongly a part of the community,(2) somewhat concerned,828.62299,1.36957,2.2727273,1,1,112500,11.630709,20
103031,(2),(4) extremely concerned,418.11111,.69106513,1.0909091,0,0,22500,10.021271,20
103032,(3) in the middle,(2) somewhat concerned,293.9122,.48578584,3.5714285,0,0,6250,8.7403364,12
103033,(3) in the middle,(4) extremely concerned,1008.1108,1.6662322,2.090909,0,1,27500,10.221941,12
103034,(3) in the middle,(1) not at all concerned,92.169479,.15234016,2.9000001,0,0,32500,10.388995,16
103035,(5) very strongly a part of the community,(2) somewhat concerned,1584.121,2.6182771,2.2727273,1,1,70000,11.156251,20
103036,(3) in the middle,(2) somewhat concerned,2932.8374,4.8474712,2.3,0,0,40000,10.596635,12
103038,(5) very strongly a part of the community,(1) not at all concerned,1564.5479,2.5859261,4,0,0,13750,9.5287943,11
103039,(4),(2) somewhat concerned,789.04419,1.3041531,2.090909,0,1,50000,10.819778,12
103041,(2),(2) somewhat concerned,119.01213,.19670638,2.5454545,0,0,92500,11.434964,16
103042,(3) in the middle,(2) somewhat concerned,1245.6252,2.0588024,2.4545455,0,1,40000,10.596635,16
103043,(5) very strongly a part of the community,(3) very concerned,92.169479,.15234016,3.7272727,0,1,32500,10.388995,12
103044,(5) very strongly a part of the community,(2) somewhat concerned,165.83931,.27410361,3.1818182,0,0,60000,11.0021,16
103045,(4),(4) extremely concerned,577.21155,.95403045,1.0909091,0,1,8750,9.0768089,13
103046,(5) very strongly a part of the community,(3) very concerned,77.942612,.1288256,3,0,0,80000,11.289782,12
103047,(1) not at all a part of the community,(2) somewhat concerned,32.420509,.053585473,2.3333333,0,0,13750,9.5287943,12
103049,(3) in the middle,(2) somewhat concerned,499.55856,.82568359,3.4545455,0,0,40000,10.596635,12
103050,(3) in the middle,(2) somewhat concerned,1195.877,1.9765772,2.5454545,0,0,,,12
103052,(2),(3) very concerned,34.656864,.057281777,1.4545455,0,1,13750,9.5287943,13
103053,(4),(3) very concerned,2363.7788,3.9069161,2.2727273,0,1,,,20
103054,(4),(2) somewhat concerned,1525.6343,2.5216086,3.5555556,0,0,17500,9.7699566,8
103055,(3) in the middle,(2) somewhat concerned,436.87039,.72207093,3,1,0,8750,9.0768089,12
103056,(3) in the middle,(2) somewhat concerned,471.94891,.78004962,3.5454545,0,0,70000,11.156251,13
103057,(5) very strongly a part of the community,(2) somewhat concerned,645.09137,1.0662241,3.7272727,1,0,40000,10.596635,12
103058,(2),(1) not at all concerned,349.11661,.57702917,4,1,0,70000,11.156251,12
103059,(1) not at all a part of the community,(2) somewhat concerned,5000,8.2641325,1.4545455,1,1,22500,10.021271,12
103060,(4),(1) not at all concerned,699.2326,1.1557102,4,1,0,32500,10.388995,13
103061,(4),(3) very concerned,3727.2766,6.1605411,2.6363637,0,1,60000,11.0021,11
103062,(3) in the middle,(2) somewhat concerned,1713.071,2.8314092,3,1,0,50000,10.819778,16
103063,(4),(2) somewhat concerned,128.56499,.2124956,2.909091,0,0,,,12
103064,(5) very strongly a part of the community,(1) not at all concerned,133.59114,.22080298,4,0,0,6250,8.7403364,13
103065,(3) in the middle,(1) not at all concerned,491.35864,.81213051,3.7272727,1,0,60000,11.0021,12
103066,(3) in the middle,(2) somewhat concerned,128.69054,.21270312,3.4545455,1,0,,,
103067,(5) very strongly a part of the community,(3) very concerned,422.16193,.6977604,3.7272727,0,0,13750,9.5287943,8
103068,(3) in the middle,(3) very concerned,102.44333,.16932105,2.9000001,0,1,125000,11.736069,20
103069,(5) very strongly a part of the community,(3) very concerned,489.96936,.8098343,2.4545455,0,1,6250,8.7403364,16
103070,(4),(1) not at all concerned,440.26624,.72768366,4,0,0,92500,11.434964,12
103071,(4),(2) somewhat concerned,276.12054,.45637935,2.909091,1,0,125000,11.736069,16
103072,(2),(2) somewhat concerned,125.48733,.20740877,3.909091,1,0,80000,11.289782,13
103073,(1) not at all a part of the community,(2) somewhat concerned,89.155952,.14735931,3.0999999,0,0,6250,8.7403364,12
103074,(4),(2) somewhat concerned,5000,8.2641325,2.25,0,1,17500,9.7699566,13
103075,(3) in the middle,(2) somewhat concerned,544.57251,.90008384,3.5555556,1,0,40000,10.596635,16
103076,(3) in the middle,(1) not at all concerned,2469.7644,4.0820918,3.090909,0,0,70000,11.156251,13
103077,(3) in the middle,(3) very concerned,3032.752,5.0126128,2.6363637,1,0,80000,11.289782,14
103078,(5) very strongly a part of the community,(2) somewhat concerned,99.567734,.16456819,2.6363637,0,0,11250,9.3281231,12
103079,(4),(3) very concerned,1183.9224,1.9568182,3.6363637,1,0,40000,10.596635,12
103080,(5) very strongly a part of the community,(2) somewhat concerned,115.34441,.19064428,3.909091,1,0,50000,10.819778,14
103081,(4),(3) very concerned,1886.1293,3.1174443,1.6363636,1,1,60000,11.0021,16
103082,(4),(3) very concerned,116.31981,.19225645,3.1818182,0,1,32500,10.388995,16
103083,(3) in the middle,(2) somewhat concerned,163.24124,.26980945,3.4545455,0,1,40000,10.596635,12
103084,(4),(4) extremely concerned,440.0752,.72736794,1.8181819,1,1,32500,10.388995,14
103085,(3) in the middle,(3) very concerned,145.19925,.23998915,2,0,,60000,11.0021,12
103087,(4),(3) very concerned,119.91713,.19820221,2,0,1,22500,10.021271,12
103089,(5) very strongly a part of the community,(2) somewhat concerned,264.77023,.43761924,3.6363637,1,0,11250,9.3281231,13
103090,(3) in the middle,(1) not at all concerned,243.18304,.40193936,3.5454545,0,0,50000,10.819778,14
103091,(4),(1) not at all concerned,35.656921,.058934703,1.8181819,1,0,22500,10.021271,16
103092,(2),(3) very concerned,526.30048,.86988336,2.7272727,0,0,,,13
103093,(5) very strongly a part of the community,(2) somewhat concerned,48.139435,.079566129,3,0,0,11250,9.3281231,12
103094,(5) very strongly a part of the community,(1) not at all concerned,128.56499,.2124956,4,0,0,40000,10.596635,12
103096,(3) in the middle,(3) very concerned,21.395134,.035362441,2.4545455,0,0,60000,11.0021,20
103097,(3) in the middle,(3) very concerned,384.80084,.63600898,3.2727273,0,0,11250,9.3281231,
103098,(4),(2) somewhat concerned,4490.3418,7.4217553,2,1,0,40000,10.596635,14
103099,(3) in the middle,(3) very concerned,44.90287,.074216649,3.6363637,0,0,60000,11.0021,14
103100,(4),(2) somewhat concerned,2854.0225,4.7172036,2.6363637,0,0,92500,11.434964,14
103101,(5) very strongly a part of the community,(3) very concerned,96.145401,.15891166,2.5454545,0,1,50000,10.819778,12
103102,(1) not at all a part of the community,(3) very concerned,4424.7456,7.3133364,2.3,1,0,70000,11.156251,12
103103,(3) in the middle,(2) somewhat concerned,536.47723,.88670373,3.090909,0,0,70000,11.156251,12
103105,(4),(2) somewhat concerned,1496.0399,2.4726944,3.2727273,1,0,,,20
103106,(5) very strongly a part of the community,(2) somewhat concerned,144.64362,.23907079,3.2,0,0,80000,11.289782,12
103107,(4),(4) extremely concerned,307.06,.50751686,1.1818181,0,1,60000,11.0021,20
103108,(3) in the middle,(2) somewhat concerned,826.92023,1.3667556,3.8,0,0,,,12
103109,(3) in the middle,(1) not at all concerned,210.79851,.34841335,3,1,0,,,20
103112,(4),(2) somewhat concerned,85.365532,.1410944,2,1,1,,,20
103113,(4),(2) somewhat concerned,1147.4565,1.8965465,2.090909,0,1,2500,7.8240461,13
103114,(3) in the middle,(1) not at all concerned,1140.5853,1.8851895,4,0,0,27500,10.221941,12
103115,(3) in the middle,(2) somewhat concerned,333.9985,.55204153,3.2727273,0,0,32500,10.388995,10
103116,(3) in the middle,(3) very concerned,628.15332,1.0382284,2.090909,1,0,17500,9.7699566,12
103117,(4),(2) somewhat concerned,172.34363,.28485408,4,0,0,60000,11.0021,16
103119,(3) in the middle,(2) somewhat concerned,783.39758,1.2948203,2.7272727,0,0,50000,10.819778,12
103120,(4),(3) very concerned,279.85614,.46255362,2.4545455,0,0,32500,10.388995,13
103122,(4),(2) somewhat concerned,160.85298,.26586208,3.6666667,1,1,32500,10.388995,13
103123,(4),(3) very concerned,411.30252,.67981172,3.909091,1,0,50000,10.819778,12
103124,(3) in the middle,(3) very concerned,850.08203,1.405038,3.090909,1,1,60000,11.0021,14
103125,(3) in the middle,(2) somewhat concerned,599.59625,.99102849,2.6666667,0,0,13750,9.5287943,12
103126,(3) in the middle,(1) not at all concerned,778.43805,1.2866229,3.6363637,0,0,13750,9.5287943,12
103128,(3) in the middle,(2) somewhat concerned,1665.5186,2.7528131,3.2727273,1,1,60000,11.0021,16
103129,(3) in the middle,(3) very concerned,534.1936,.88292933,3.8,0,0,60000,11.0021,16
103131,(4),(3) very concerned,774.12537,1.2794949,3.4545455,1,0,32500,10.388995,13
103132,(4),(2) somewhat concerned,322.54568,.53311205,3.6363637,1,0,50000,10.819778,16
103133,(5) very strongly a part of the community,(3) very concerned,125.66286,.20769891,2.4000001,0,1,22500,10.021271,16
103134,(5) very strongly a part of the community,(4) extremely concerned,308.01996,.50910354,2.2727273,1,1,70000,11.156251,20
103135,(4),(2) somewhat concerned,1094.3402,1.8087543,3.1818182,1,0,60000,11.0021,14
103136,(4),(3) very concerned,394.47095,.65199202,2.0999999,1,1,60000,11.0021,20
103138,(1) not at all a part of the community,(1) not at all concerned,277.215,.45818827,2.909091,1,0,17500,9.7699566,20
103139,(3) in the middle,(3) very concerned,1335.3409,2.2070868,2.2727273,0,1,70000,11.156251,16
103140,(2),(1) not at all concerned,299.37088,.49480811,3.6666667,1,0,60000,11.0021,13
103141,(5) very strongly a part of the community,(3) very concerned,184.06837,.30423307,2.6363637,0,1,112500,11.630709,14
103147,(3) in the middle,(2) somewhat concerned,305.26144,.5045442,3,0,0,40000,10.596635,20
103148,(4),(2) somewhat concerned,339.38461,.5609439,2.8181818,1,0,50000,10.819778,13
103149,(5) very strongly a part of the community,(2) somewhat concerned,210.52937,.34796852,3.4545455,0,1,60000,11.0021,13
103150,(4),(3) very concerned,1023.5433,1.6917394,3.2727273,0,0,13750,9.5287943,16
103151,(3) in the middle,(2) somewhat concerned,944.9184,1.5617861,1.9090909,1,0,70000,11.156251,12
103152,(3) in the middle,(3) very concerned,605.67126,1.0010695,1.6363636,0,0,80000,11.289782,20
103153,(5) very strongly a part of the community,(3) very concerned,192.40384,.31801015,4,0,0,92500,11.434964,16
103154,(5) very strongly a part of the community,(1) not at all concerned,105.97772,.17516278,4,0,0,40000,10.596635,12
103156,(2),(2) somewhat concerned,633.24756,1.0466483,1.8181819,0,0,,,12
103157,(4),(2) somewhat concerned,449.78232,.74341214,2.909091,1,0,27500,10.221941,11
103158,(3) in the middle,(3) very concerned,257.12894,.42498949,3,1,0,40000,10.596635,12
103159,(5) very strongly a part of the community,(2) somewhat concerned,101.59892,.16792539,3.909091,1,0,40000,10.596635,16
103161,(3) in the middle,(2) somewhat concerned,728.70721,1.2044265,4,0,0,32500,10.388995,12
103162,(5) very strongly a part of the community,(3) very concerned,346.08786,.57202315,1.9090909,0,0,50000,10.819778,
103163,(4),(2) somewhat concerned,468.44034,.77425057,3.2727273,1,0,,,14
103164,(5) very strongly a part of the community,(2) somewhat concerned,209.91003,.34694487,2.3636363,0,1,50000,10.819778,16
103165,(5) very strongly a part of the community,(4) extremely concerned,247.00342,.40825379,3.3636363,1,0,125000,11.736069,16
103166,(4),(3) very concerned,223.88095,.37003633,2.090909,0,0,11250,9.3281231,13
103167,(3) in the middle,(2) somewhat concerned,95.032661,.1570725,3.5454545,1,0,11250,9.3281231,16
103168,(1) not at all a part of the community,(4) extremely concerned,513.70813,.84907037,1.8181819,1,0,11250,9.3281231,13
103169,(4),(3) very concerned,1480.7881,2.4474857,3.3333333,0,0,40000,10.596635,13
103170,(3) in the middle,(3) very concerned,210.79851,.34841335,3,1,0,60000,11.0021,16
103171,(2),(4) extremely concerned,71.313843,.11786941,1.3636364,1,1,32500,10.388995,12
103173,(2),(2) somewhat concerned,1779.4037,2.9410455,2.6363637,1,1,70000,11.156251,16
103174,(3) in the middle,(2) somewhat concerned,667.57013,1.1033776,2.1818182,0,1,50000,10.819778,12
103176,(3) in the middle,(3) very concerned,153.27779,.25334159,3.1818182,0,0,80000,11.289782,12
103177,(3) in the middle,(4) extremely concerned,2007.3966,3.317878,1.5454545,0,1,17500,9.7699566,9
103178,(4),(2) somewhat concerned,422.0878,.69763786,3.4545455,0,0,,,12
103179,(1) not at all a part of the community,(1) not at all concerned,480.09058,.79350638,2.6363637,1,0,27500,10.221941,12
103180,(4),(2) somewhat concerned,264.22421,.43671677,3,0,0,50000,10.819778,16
103181,(4),(4) extremely concerned,2489.8906,4.1153574,1.3636364,0,1,22500,10.021271,14
103182,(4),(2) somewhat concerned,667.57013,1.1033776,3.1111112,0,0,60000,11.0021,14
103184,(3) in the middle,(3) very concerned,278.1337,.45970672,2.2727273,1,0,27500,10.221941,13
103185,(3) in the middle,(1) not at all concerned,215.89711,.35684046,3.4545455,1,0,50000,10.819778,12
103186,(2),(4) extremely concerned,1023.5433,1.6917394,1.1818181,0,1,27500,10.221941,13
103187,(5) very strongly a part of the community,(3) very concerned,63.76281,.10538886,1.7272727,1,0,22500,10.021271,9
103188,(3) in the middle,(3) very concerned,323.2865,.53433651,2.5454545,1,0,50000,10.819778,14
103189,(4),(4) extremely concerned,508.74539,.84086782,1.3636364,0,1,92500,11.434964,20
103190,(5) very strongly a part of the community,(3) very concerned,900.23224,1.4879277,2.875,0,0,27500,10.221941,12
103191,(5) very strongly a part of the community,(2) somewhat concerned,209.0394,.34550583,2.3636363,1,0,80000,11.289782,12
103192,(3) in the middle,(1) not at all concerned,112.46659,.18588775,4,0,0,,,13
103193,(5) very strongly a part of the community,(1) not at all concerned,71.313843,.11786941,3.5454545,1,0,60000,11.0021,20
103194,(4),(2) somewhat concerned,92.169479,.15234016,2.8181818,0,0,13750,9.5287943,13
103195,(4),(4) extremely concerned,292.5249,.48349288,2,0,1,40000,10.596635,13
103196,(2),(2) somewhat concerned,268.23862,.44335186,2.909091,0,0,50000,10.819778,12
103197,(2),(2) somewhat concerned,264.77023,.43761924,1.8181819,1,1,40000,10.596635,13
103198,(3) in the middle,(2) somewhat concerned,1548.2507,2.5589898,2.6363637,1,0,92500,11.434964,20
103199,(3) in the middle,(2) somewhat concerned,5000,8.2641325,2.4545455,1,0,125000,11.736069,16
103200,(3) in the middle,(2) somewhat concerned,939.47742,1.5527931,3,0,0,80000,11.289782,14
103201,(4),(2) somewhat concerned,68.984642,.11401964,3.3636363,0,0,50000,10.819778,13
103202,(2),(3) very concerned,150.74947,.2491627,3.090909,0,0,40000,10.596635,14
103203,(4),(2) somewhat concerned,473.00238,.78179079,2.6363637,1,0,11250,9.3281231,8
103206,(4),(4) extremely concerned,84.307487,.13934563,1.9090909,0,0,70000,11.156251,13
103207,(3) in the middle,(3) very concerned,40.990448,.067750096,4,0,0,92500,11.434964,20
103209,(4),(2) somewhat concerned,165.83931,.27410361,2.1818182,0,0,27500,10.221941,12
103210,(5) very strongly a part of the community,(2) somewhat concerned,1209.3605,1.998863,1.8181819,1,0,70000,11.156251,16
103211,(3) in the middle,(1) not at all concerned,202.5078,.33471024,4,0,0,,,20
103212,(3) in the middle,(1) not at all concerned,245.35416,.40552783,3.9000001,1,0,40000,10.596635,14
103213,(4),(3) very concerned,70.477615,.11648726,3.6666667,0,0,80000,11.289782,13
103214,(3) in the middle,(2) somewhat concerned,307.82004,.50877309,3.1428571,1,0,125000,11.736069,16
103215,(4),(2) somewhat concerned,4424.7456,7.3133364,3.6363637,1,0,70000,11.156251,16
103216,(4),(2) somewhat concerned,113.40099,.18743216,3.3333333,0,0,8750,9.0768089,11
103217,(4),(2) somewhat concerned,46.08474,.076170079,4,0,0,6250,8.7403364,12
103218,(4),(3) very concerned,4424.7456,7.3133364,3.4545455,1,0,92500,11.434964,16
103219,(4),(2) somewhat concerned,204.87938,.33863005,2.3636363,1,0,32500,10.388995,12
103220,(5) very strongly a part of the community,(3) very concerned,5.1779785,.0085582994,2.2727273,0,0,22500,10.021271,14
103221,(3) in the middle,(2) somewhat concerned,74.365929,.12291397,3,1,0,40000,10.596635,13
103222,(5) very strongly a part of the community,(1) not at all concerned,707.65594,1.1696324,4,0,0,17500,9.7699566,12
103223,(4),(2) somewhat concerned,3546.5452,5.8618236,2.909091,1,1,40000,10.596635,12
103224,(3) in the middle,(3) very concerned,112.23644,.18550736,1.5454545,0,1,70000,11.156251,12
103225,(5) very strongly a part of the community,(4) extremely concerned,2035.5717,3.3644466,2,0,1,80000,11.289782,16
103226,(1) not at all a part of the community,(2) somewhat concerned,50.908279,.084142551,3.2727273,0,0,80000,11.289782,11
103227,(2),(4) extremely concerned,135.39749,.22378854,1.4,1,0,17500,9.7699566,8
103228,(5) very strongly a part of the community,(2) somewhat concerned,3137.9744,5.1865273,3.3636363,1,0,40000,10.596635,13
103229,(4),(4) extremely concerned,426.55475,.70502096,1.2727273,1,1,32500,10.388995,20
103230,(3) in the middle,(4) extremely concerned,31.371832,.051852193,2.4000001,1,1,40000,10.596635,12
103231,(4),(1) not at all concerned,68.094574,.11254852,2.5999999,0,0,22500,10.021271,12
103233,(5) very strongly a part of the community,(2) somewhat concerned,169.05304,.27941534,2.9000001,0,0,22500,10.021271,12
103235,(2),(2) somewhat concerned,491.34988,.81211609,2.909091,1,0,40000,10.596635,13
103236,(3) in the middle,(1) not at all concerned,105.69899,.17470208,4,0,0,17500,9.7699566,13
103237,(4),(2) somewhat concerned,176.14948,.29114452,3.5555556,0,0,92500,11.434964,13
103238,(4),(1) not at all concerned,56.233295,.092943877,3.7,0,0,11250,9.3281231,13
103239,(5) very strongly a part of the community,(2) somewhat concerned,167.91071,.27752724,3.5454545,0,0,,,14
103240,(4),(1) not at all concerned,189.8485,.31378663,3.8181818,1,0,11250,9.3281231,12
103242,(4),(2) somewhat concerned,666.80237,1.1021086,3.8181818,1,0,125000,11.736069,14
103243,(3) in the middle,(2) somewhat concerned,2503.073,4.1371455,1.9090909,0,1,50000,10.819778,16
103244,(5) very strongly a part of the community,(3) very concerned,80.461617,.13298908,3.2727273,1,0,70000,11.156251,13
103247,(1) not at all a part of the community,(3) very concerned,1642.1251,2.7141478,2.2727273,0,0,6250,8.7403364,12
103250,(3) in the middle,(2) somewhat concerned,67.502602,.11157008,3.3,0,0,,,11
103251,(4),(2) somewhat concerned,307.82004,.50877309,3.8181818,1,0,50000,10.819778,16
103252,(3) in the middle,(3) very concerned,78.942032,.13047747,2.7272727,0,0,70000,11.156251,12
103253,(3) in the middle,(1) not at all concerned,506.94165,.83788651,3.875,0,0,32500,10.388995,12
103254,(5) very strongly a part of the community,(1) not at all concerned,70.389885,.11634227,3.7,0,0,13750,9.5287943,12
103255,(2),(2) somewhat concerned,121.92429,.2015197,4,0,0,40000,10.596635,14
103256,(3) in the middle,(2) somewhat concerned,162.10846,.26793715,3.3,0,0,32500,10.388995,13
103258,(1) not at all a part of the community,(3) very concerned,147.93224,.2445063,2.25,0,0,,,
103259,(1) not at all a part of the community,(2) somewhat concerned,526.30048,.86988336,3.5555556,0,0,11250,9.3281231,12
103260,(5) very strongly a part of the community,(2) somewhat concerned,699.2326,1.1557102,3,1,0,40000,10.596635,12
103261,(4),(2) somewhat concerned,2486.812,4.1102686,2.3,0,0,40000,10.596635,12
103262,(3) in the middle,(2) somewhat concerned,568.93457,.94035012,3.6363637,0,0,8750,9.0768089,9
103263,(5) very strongly a part of the community,(2) somewhat concerned,246.45915,.40735421,2.9000001,0,0,17500,9.7699566,12
103264,(4),(1) not at all concerned,220.77727,.36490649,3.3636363,0,0,50000,10.819778,12
103265,(3) in the middle,(3) very concerned,206.06033,.34058198,3.4444444,1,1,11250,9.3281231,13
103268,(4),(3) very concerned,445.2468,.73591566,2.3636363,0,0,2500,7.8240461,12
103269,(1) not at all a part of the community,(2) somewhat concerned,182.78067,.30210474,3.0999999,0,1,,,11
