id,hrs1,marital,childs,age,educ,sex,polviews,wwwhr,trustpeo,wantbest,advantge,goodlife,deckids,strsswrk,satjob7
1463,40,divorced,two,47,17,female,,30,,,,,,,
2142,,married,two,33,16,female,slightly liberal,1,strongly agree,neither agree nor disagree,strongly agree,strongly disagree,,,
7,,married,two,57,16,female,,,,,,,,,
1415,45,married,one,21,12,female,,2,,,,,we decide together,disagree,fairly satisfied
636,44,married,seven,61,16,female,moderate,3,strongly agree,agree,disagree,disagree,,,
2380,,married,six,76,8,female,slghtly conservative,,neither agree nor disagree,agree,neither agree nor disagree,,,,
2727,42,divorced,two,28,10,female,moderate,,,,,,,,
2165,40,married,three,48,13,female,,0,,,,,mostly me,agree,fairly dissatisfied
1185,,married,two,52,8,female,slightly liberal,2,agree,strongly agree,strongly agree,disagree,,,
2406,40,divorced,three,49,18,female,,4,,,,,,neither agree nor disagree,very satisfied
1717,40,never married,two,38,15,female,,,,,,,,,
1049,,married,four,77,18,female,conservative,,strongly disagree,strongly agree,strongly disagree,,,,
738,56,married,two,57,14,female,conservative,0,agree,agree,strongly agree,,,,
1806,40,divorced,one,57,17,female,slightly liberal,0,,,,neither,,,
1485,60,married,two,32,18,female,,0,,,,,we decide together,disagree,very satisfied
1251,70,separated,none,41,13,female,,1,,,,,,agree,very satisfied
1748,,never married,none,22,14,female,liberal,5,strongly agree,agree,neither agree nor disagree,agree,,,
800,,widowed,none,67,12,female,,,,,,,,,
1005,,married,seven,40,15,female,,5,,,,,,,
2468,,widowed,two,85,9,female,,,,,,,,,
1229,,widowed,two,81,11,female,slightly liberal,,strongly disagree,strongly agree,disagree,,,,
583,,never married,two,25,12,female,slghtly conservative,,agree,agree,agree,,,,
1223,32,never married,two,41,13,female,slightly liberal,,strongly agree,strongly agree,agree,disagree,,,
841,20,never married,none,23,16,female,,4,,,,,,disagree,fairly satisfied
2052,35,married,two,55,12,female,slightly liberal,10,agree,strongly agree,disagree,agree,,,
1453,40,never married,none,22,13,female,,2,,,,,,agree,completely satisfied
1272,,widowed,two,82,12,female,,,,,,,,,
802,50,married,one,49,19,female,,5,,,,,we decide together,strongly disagree,very satisfied
836,,married,four,64,12,female,,,,,,,sometimes me or sometimes my spouse,neither agree nor disagree,
973,37,divorced,four,55,12,female,,1,,,,,,neither agree nor disagree,very satisfied
2325,89,married,none,27,15,female,,2,,,,,,neither agree nor disagree,fairly satisfied
1939,40,never married,one,37,13,female,,20,,,,,,strongly agree,very satisfied
79,,married,two,46,13,female,moderate,1,strongly agree,agree,agree,strongly disagree,,,
924,,widowed,seven,76,8,female,,,strongly agree,strongly agree,strongly agree,agree,,,
1749,89,never married,one,26,15,female,moderate,0,agree,agree,strongly agree,agree,,,
466,40,married,one,21,13,female,slightly liberal,1,agree,disagree,strongly agree,disagree,,,
1902,40,never married,none,25,12,female,,,,,,,,,
2022,2,widowed,three,72,18,female,moderate,,strongly agree,strongly agree,agree,strongly agree,,,
745,,married,two,60,12,female,,0,,,,,,,
1932,3,married,two,29,19,female,,1,,,,,sometimes me or sometimes my spouse,disagree,completely satisfied
2749,,widowed,four,68,12,female,,,,,,,,,
290,40,married,three,48,6,female,conservative,,agree,strongly agree,neither agree nor disagree,strongly agree,,,
2712,,never married,one,20,12,female,,0,,,,,we decide together,disagree,
2260,32,never married,two,55,11,female,slghtly conservative,,,,,,,,
2340,,widowed,three,82,12,female,,,,,,,,,
1946,,divorced,one,47,14,female,moderate,0,disagree,neither agree nor disagree,neither agree nor disagree,agree,,,
2320,45,married,three,45,16,female,slightly liberal,,agree,agree,agree,disagree,,,
1518,40,separated,one,32,18,female,liberal,7,strongly agree,neither agree nor disagree,agree,agree,,,
1539,,widowed,four,72,16,female,slghtly conservative,,,,,,,,
27,,widowed,four,69,14,female,slightly liberal,12,strongly agree,agree,strongly agree,,,,
900,40,married,two,55,19,female,slghtly conservative,1,disagree,agree,disagree,agree,,,
388,40,divorced,none,35,20,female,slightly liberal,5,strongly agree,agree,neither agree nor disagree,agree,,,
2427,40,divorced,three,56,12,female,moderate,7,,,,,,,
1641,,never married,none,21,11,female,extremely liberal,2,strongly agree,strongly agree,strongly agree,,,,
2599,40,divorced,two,56,14,female,moderate,4,agree,agree,agree,disagree,,,
1986,25,widowed,five,71,13,female,,,,,,,,agree,very satisfied
2438,,married,one,21,13,female,moderate,,agree,agree,strongly agree,,,,
2488,,married,seven,72,12,female,,2,,,,,we decide together,neither agree nor disagree,
2231,40,separated,three,35,11,female,liberal,10,strongly agree,disagree,neither agree nor disagree,agree,,,
1276,32,never married,three,37,10,female,moderate,5,agree,disagree,agree,,,,
492,,married,four,43,12,female,moderate,6,strongly agree,agree,agree,disagree,,,
1730,60,never married,none,34,12,female,,5,,,,,,disagree,fairly satisfied
1470,40,married,three,42,16,female,,,,,,,,,
1102,,widowed,four,82,10,female,slghtly conservative,,,,,,,,
655,,married,two,66,15,female,,2,,,,,mostly me,,
1640,50,never married,none,22,16,female,,100,,,,,,strongly disagree,fairly dissatisfied
1259,,married,one,39,15,female,,0,,,,,we decide together,,
847,40,never married,none,57,17,female,slightly liberal,0,agree,agree,neither agree nor disagree,,,,
21,54,never married,six,34,13,female,,5,,,,,,disagree,very satisfied
2454,40,married,four,59,15,female,,,,,,,we decide together,disagree,very satisfied
2740,,separated,four,64,11,female,,,,,,,,strongly agree,
1876,,married,three,49,18,female,slightly liberal,,neither agree nor disagree,agree,disagree,,,,
927,,married,two,50,12,female,slghtly conservative,,disagree,agree,agree,strongly agree,,,
286,,married,three,42,18,female,,1,,,,,mostly me,,
344,40,never married,none,32,16,female,slightly liberal,15,agree,strongly agree,disagree,strongly agree,,,
1599,45,divorced,one,45,12,female,,1,,,,,,disagree,fairly satisfied
355,20,married,none,22,13,female,,7,,,,,,agree,completely satisfied
2475,,divorced,three,49,9,female,,,,,,,,,
185,12,divorced,five,70,16,female,slightly liberal,0,disagree,neither agree nor disagree,disagree,neither,,,
739,38,married,one,23,13,female,,,,,,,we decide together,disagree,fairly satisfied
2648,,never married,none,37,12,female,slightly liberal,1,agree,agree,neither agree nor disagree,agree,,,
2587,,widowed,eight or more,85,12,female,moderate,,neither agree nor disagree,strongly agree,strongly agree,neither,,,
950,,married,two,35,12,female,,0,,,,,mostly my spouse,neither agree nor disagree,
357,,never married,none,27,13,female,,0,,,,,,disagree,neither satisfied nor dissatisfied
1679,40,never married,five,33,12,female,extremely liberal,6,agree,agree,agree,,,,
701,30,married,none,44,14,female,,,,,,,mostly me,agree,very satisfied
358,40,married,one,26,12,female,moderate,3,,,,,,,
744,40,married,three,62,14,female,conservative,,,,,neither,,,
2005,,divorced,none,53,10,female,liberal,,,,,strongly agree,,,
1830,,married,none,53,18,female,,5,,,,,mostly my spouse,strongly disagree,
870,44,married,two,49,14,female,,0,,,,,we decide together,agree,fairly satisfied
163,,married,none,79,12,female,,,,,,,,,
1956,,married,three,45,14,female,,2,,,,,we decide together,disagree,
416,30,married,two,35,13,female,moderate,1,agree,agree,agree,agree,,,
1477,,widowed,five,70,12,female,liberal,,,,,,,,
2687,,married,four,77,12,female,,,,,,,,,
2158,40,divorced,eight or more,53,14,female,moderate,,strongly agree,agree,agree,,,,
632,41,divorced,five,37,15,female,slightly liberal,,agree,agree,agree,agree,,,
235,32,married,two,55,16,female,slightly liberal,2,agree,agree,agree,agree,,,
1428,60,never married,four,28,20,female,,1,,,,,,disagree,fairly satisfied
1996,32,separated,two,45,13,female,,17,,,,,,,
2080,35,married,one,40,20,female,conservative,0,disagree,agree,disagree,neither,,,
528,20,married,two,35,12,female,,5,,,,,we decide together,disagree,fairly satisfied
1993,28,married,none,26,12,female,,5,,,,,,strongly disagree,neither satisfied nor dissatisfied
1413,89,married,none,30,15,female,conservative,3,,,,agree,,,
1786,40,married,none,61,16,female,moderate,7,,,,strongly agree,,,
1954,,married,four,68,10,female,,,,,,,sometimes me or sometimes my spouse,strongly disagree,very satisfied
2159,48,divorced,two,44,12,female,slightly liberal,,strongly agree,neither agree nor disagree,agree,strongly disagree,,,
2421,,never married,none,23,11,female,,3,,,,,,neither agree nor disagree,neither satisfied nor dissatisfied
1988,,divorced,three,76,12,female,slightly liberal,,strongly agree,agree,agree,agree,,,
114,36,married,one,47,12,female,slightly liberal,,,,,,,,
1243,30,never married,three,21,10,female,,,,,,,we decide together,disagree,fairly satisfied
2144,37,married,three,28,15,female,,0,,,,,we decide together,disagree,very satisfied
763,,married,three,64,15,female,,,,,,,,,
2731,,divorced,eight or more,75,5,female,extrmly conservative,,strongly agree,agree,strongly agree,,,,
2047,35,divorced,two,38,12,female,moderate,,strongly agree,agree,agree,agree,,,
2067,35,married,two,45,12,female,moderate,2,disagree,agree,agree,agree,,,
327,40,separated,none,40,12,female,liberal,8,strongly agree,neither agree nor disagree,strongly agree,disagree,,,
2266,,married,two,65,12,female,,1,,,,,,,
2341,42,divorced,two,54,12,female,,,,,,,,disagree,very satisfied
2706,,widowed,four,88,4,female,,,,,,,,neither agree nor disagree,
1350,30,never married,none,22,11,female,conservative,4,strongly agree,disagree,strongly agree,,,,
2377,40,widowed,two,63,12,female,,2,,,,,,strongly disagree,fairly satisfied
1978,50,never married,none,36,18,female,,1,,,,,,strongly disagree,very satisfied
164,,widowed,three,84,12,female,moderate,,agree,agree,agree,agree,,,
2734,,separated,four,55,12,female,slghtly conservative,0,strongly agree,agree,strongly agree,disagree,,,
2689,,never married,one,21,13,female,,,,,,,we decide together,,
1395,35,never married,two,21,10,female,moderate,,agree,agree,agree,agree,,,
531,56,married,three,49,15,female,,20,,,,,sometimes me or sometimes my spouse,strongly disagree,very satisfied
1908,,widowed,five,77,12,female,,,,,,,,,
2720,,never married,three,51,13,female,,,,,,,,,
276,60,married,two,56,18,female,slghtly conservative,2,agree,neither agree nor disagree,disagree,agree,,,
2383,,widowed,one,61,12,female,slghtly conservative,,strongly agree,strongly agree,strongly agree,,,,
1348,,never married,none,19,12,female,,3,,,,,we decide together,disagree,
1969,60,married,three,30,12,female,,2,,,,,mostly me,strongly disagree,fairly satisfied
237,27,never married,none,21,14,female,,0,,,,,,agree,very satisfied
600,20,married,two,53,12,female,conservative,8,agree,agree,disagree,disagree,,,
1684,31,never married,three,36,11,female,moderate,,agree,agree,agree,,,,
14,24,divorced,none,71,12,female,slghtly conservative,,agree,agree,disagree,strongly agree,,,
1082,84,married,two,47,16,female,,0,,,,,we decide together,strongly disagree,completely satisfied
1115,,widowed,none,83,8,female,liberal,,,,,,,,
1580,43,divorced,none,39,16,female,,2,,,,,,agree,neither satisfied nor dissatisfied
1328,35,never married,one,25,12,female,,,,,,neither,,,
2738,50,married,three,48,14,female,slightly liberal,1,strongly agree,disagree,agree,agree,,,
937,40,divorced,two,37,12,female,moderate,1,strongly agree,agree,agree,agree,,,
1287,,never married,none,64,13,female,,,,,,,,,
2652,40,married,two,51,14,female,moderate,,,,,agree,,,
1044,30,married,three,26,14,female,,,,,,,we decide together,neither agree nor disagree,fairly satisfied
613,45,divorced,one,46,18,female,moderate,4,agree,agree,agree,agree,,,
2403,12,widowed,two,80,16,female,,0,,,,,,agree,very satisfied
271,62,never married,one,31,12,female,,4,,,,,,strongly disagree,very dissatisfied
228,60,married,one,53,12,female,slightly liberal,3,disagree,agree,disagree,strongly agree,,,
1948,47,married,two,50,12,female,,0,,,,,mostly me,disagree,completely satisfied
179,40,married,two,38,16,female,,1,,,,,mostly my spouse,disagree,very satisfied
2021,,married,two,77,12,female,moderate,1,agree,agree,neither agree nor disagree,disagree,,,
1960,,married,five,60,15,female,conservative,0,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree,,,
2213,39,divorced,three,58,12,female,moderate,,agree,,agree,agree,,,
2362,,married,two,83,12,female,,,,,,,we decide together,strongly disagree,
2214,,widowed,seven,76,8,female,,,,,,,,,
1493,40,never married,none,22,14,female,moderate,10,strongly agree,strongly agree,strongly agree,neither,,,
1788,22,married,two,43,14,female,,1,,,,,we decide together,agree,fairly satisfied
1916,16,never married,none,54,18,female,,5,,,,,,strongly disagree,very satisfied
328,,divorced,none,74,12,female,,,,,,,,disagree,
946,41,divorced,three,45,12,female,,,,,,,,agree,very satisfied
2467,40,separated,two,25,10,female,,0,,,,,,disagree,very dissatisfied
2741,60,separated,one,38,16,female,,2,,,,,,,
2281,,never married,one,36,9,female,moderate,,neither agree nor disagree,strongly agree,strongly agree,agree,,,
2509,,divorced,four,73,12,female,slghtly conservative,,strongly agree,agree,disagree,,,,
2224,40,married,two,54,10,female,,,,,,,,,
931,,widowed,six,70,12,female,,,,,,,,,
58,50,divorced,two,40,16,female,,1,,,,,,agree,completely satisfied
2415,,widowed,one,48,7,female,,,,,,,sometimes me or sometimes my spouse,,
995,,divorced,none,44,12,female,slghtly conservative,,agree,agree,disagree,agree,,,
2114,45,married,two,56,18,female,,2,,,,,we decide together,disagree,very satisfied
2155,,married,seven,47,12,female,slghtly conservative,2,strongly agree,disagree,agree,strongly agree,,,
647,,divorced,two,50,18,female,slghtly conservative,10,disagree,neither agree nor disagree,neither agree nor disagree,,,,
2462,,married,one,49,10,female,extrmly conservative,24,agree,agree,disagree,,,,
360,33,married,three,59,14,female,moderate,2,neither agree nor disagree,neither agree nor disagree,disagree,agree,,,
907,,married,one,69,12,female,moderate,,agree,neither agree nor disagree,neither agree nor disagree,agree,,,
2187,20,married,three,56,12,female,,0,,,,,,disagree,completely satisfied
2478,,divorced,none,24,12,female,,,,,,,we decide together,neither agree nor disagree,
309,40,married,three,48,18,female,slghtly conservative,3,strongly agree,agree,neither agree nor disagree,agree,,,
2240,,widowed,five,75,12,female,,,,,,,,,
325,40,married,none,27,12,female,slightly liberal,,strongly agree,strongly agree,strongly agree,strongly agree,,,
1093,40,married,one,25,8,female,,,,,,,,,
1802,,divorced,none,43,16,female,slightly liberal,10,disagree,agree,disagree,agree,,,
71,,widowed,one,74,13,female,moderate,,agree,agree,strongly agree,,,,
1178,32,divorced,two,27,14,female,,1,,,,,we decide together,disagree,fairly dissatisfied
1625,,married,one,38,16,female,,1,,,,,we decide together,strongly disagree,fairly satisfied
1509,,widowed,none,82,12,female,,,,,,,,,
1357,52,married,two,48,14,female,,10,,,,,,agree,very satisfied
2149,50,divorced,two,45,12,female,,3,,,,,mostly me,strongly disagree,very satisfied
1966,29,married,one,23,11,female,,,,,,,we decide together,disagree,fairly satisfied
1367,50,divorced,two,59,12,female,,1,,,,,,agree,very satisfied
1581,,divorced,two,53,14,female,,,,,,,,disagree,
1549,80,married,one,34,14,female,,2,,,,,,,
28,36,divorced,none,36,17,female,,14,,,,,,disagree,fairly satisfied
382,40,married,one,30,15,female,,1,,,,,,,
245,,widowed,five,67,10,female,,,,,,,,,
339,40,separated,two,37,20,female,moderate,7,agree,agree,agree,,,,
1514,55,married,four,35,11,female,moderate,,strongly agree,strongly agree,strongly agree,agree,,,
440,40,separated,one,51,16,female,,,,,,,,,
2635,,widowed,two,80,12,female,conservative,,agree,agree,agree,strongly agree,,,
326,,widowed,two,53,16,female,,11,,,,,,agree,fairly satisfied
2441,20,married,two,52,16,female,slghtly conservative,30,neither agree nor disagree,agree,neither agree nor disagree,,,,
2157,,married,two,37,12,female,,2,,,,,we decide together,neither agree nor disagree,
2038,40,married,none,36,13,female,moderate,0,strongly agree,agree,agree,disagree,,,
2261,40,divorced,two,49,11,female,conservative,,,,,agree,,,
2457,48,married,two,37,16,female,,8,,,,,sometimes me or sometimes my spouse,strongly disagree,very satisfied
1031,50,divorced,none,43,12,female,slightly liberal,,strongly agree,neither agree nor disagree,strongly agree,strongly agree,,,
125,,widowed,six,71,2,female,moderate,,strongly agree,neither agree nor disagree,disagree,neither,,,
64,40,married,three,48,12,female,slightly liberal,10,agree,agree,disagree,strongly agree,,,
1888,40,never married,none,55,12,female,,15,,,,,,,
1559,,divorced,three,30,14,female,moderate,2,agree,strongly agree,agree,,,,
277,25,married,eight or more,72,15,female,,,,,,,,agree,very satisfied
1006,,widowed,none,85,12,female,,,,,,,,,
2043,40,married,three,42,14,female,,5,,,,,mostly me,strongly disagree,fairly dissatisfied
1709,60,married,one,47,20,female,,,,,,,we decide together,disagree,fairly satisfied
2270,24,married,two,34,13,female,,4,,,,,we decide together,agree,completely satisfied
1122,35,never married,one,20,11,female,moderate,1,agree,strongly agree,strongly agree,agree,,,
239,28,married,none,24,12,female,moderate,6,agree,neither agree nor disagree,strongly agree,disagree,,,
238,44,married,three,33,14,female,,,,,,,,,
133,45,never married,two,38,13,female,moderate,1,strongly agree,neither agree nor disagree,agree,,,,
310,15,married,two,44,12,female,,10,,,,,,,
2070,,divorced,four,47,10,female,moderate,30,strongly agree,disagree,strongly agree,strongly disagree,,,
1316,30,never married,two,32,14,female,,,,,,,,,
1209,,married,three,61,13,female,,0,,,,,we decide together,,
1543,60,never married,one,31,12,female,slightly liberal,1,agree,neither agree nor disagree,agree,agree,,,
514,,married,four,42,11,female,liberal,0,strongly agree,agree,agree,,,,
1339,,widowed,three,68,12,female,,,,,,,,,
1714,50,never married,none,32,13,female,,2,,,,,,disagree,fairly satisfied
823,,married,two,23,10,female,,4,,,,,we decide together,neither agree nor disagree,
442,36,married,four,43,11,female,,1,,,,,sometimes me or sometimes my spouse,strongly disagree,completely satisfied
67,2,widowed,four,49,11,female,moderate,,agree,disagree,agree,agree,,,
1972,,widowed,two,87,15,female,slghtly conservative,,strongly agree,agree,strongly agree,strongly disagree,,,
2153,40,married,two,34,12,female,,,,,,,sometimes me or sometimes my spouse,disagree,fairly satisfied
2208,31,never married,none,44,13,female,,,,,,,,strongly disagree,fairly dissatisfied
1083,,never married,none,20,14,female,extrmly conservative,10,,,,,,,
753,48,married,one,51,13,female,extrmly conservative,1,strongly agree,strongly agree,strongly agree,disagree,,,
1681,45,never married,three,23,11,female,moderate,6,,,,agree,,,
2371,,never married,two,21,11,female,,,,,,,we decide together,agree,completely satisfied
1171,45,married,one,35,16,female,moderate,9,,,,strongly agree,,,
1332,,never married,two,41,8,female,slghtly conservative,,,,,,,,
2189,,widowed,eight or more,72,7,female,extrmly conservative,,agree,agree,strongly agree,disagree,,,
1479,40,widowed,one,33,12,female,slightly liberal,,,,,strongly agree,,,
2167,35,married,two,47,13,female,slightly liberal,2,neither agree nor disagree,agree,neither agree nor disagree,agree,,,
2294,50,never married,none,40,16,female,slghtly conservative,,strongly agree,strongly agree,strongly disagree,agree,,,
2667,72,married,one,28,8,female,extremely liberal,35,neither agree nor disagree,agree,agree,,,,
1767,40,married,one,23,17,female,,3,,,,,,,
1019,,married,three,63,12,female,conservative,,agree,agree,agree,,,,
1963,46,separated,three,47,18,female,slightly liberal,0,strongly agree,neither agree nor disagree,strongly agree,strongly agree,,,
2299,,married,four,,14,female,,,,,,,,,
2392,45,never married,none,45,17,female,extrmly conservative,,strongly agree,agree,neither agree nor disagree,,,,
588,,married,two,32,14,female,moderate,14,strongly agree,agree,agree,disagree,,,
60,,divorced,three,31,14,female,,5,,,,,we decide together,agree,fairly dissatisfied
150,,widowed,one,71,12,female,conservative,,,,,,,,
2660,50,widowed,three,58,12,female,moderate,,agree,neither agree nor disagree,agree,agree,,,
1422,50,never married,none,27,16,female,liberal,5,disagree,agree,agree,,,,
1813,5,widowed,three,71,13,female,slightly liberal,,agree,agree,agree,strongly disagree,,,
2447,45,married,none,47,14,female,,3,,,,,,disagree,completely satisfied
31,40,divorced,one,52,14,female,,8,,,,,mostly me,agree,fairly satisfied
1680,25,divorced,one,54,15,female,liberal,1,,,,agree,,,
2708,,widowed,two,87,9,female,conservative,,strongly agree,disagree,agree,,,,
72,,divorced,none,89,11,female,moderate,,agree,agree,neither agree nor disagree,agree,,,
1069,,separated,one,71,9,female,,,,,,,,,
127,40,married,none,26,15,female,,1,,,,,sometimes me or sometimes my spouse,neither agree nor disagree,very satisfied
707,50,married,two,41,15,female,,1,,,,,sometimes me or sometimes my spouse,disagree,fairly satisfied
1460,34,separated,three,32,15,female,moderate,1,agree,strongly agree,neither agree nor disagree,neither,,,
1880,,married,two,46,14,female,,1,,,,,we decide together,agree,completely satisfied
1201,,married,four,81,12,female,,,,,,,,,
307,,married,two,58,12,female,,3,,,,,mostly me,,fairly satisfied
2128,40,married,three,57,12,female,moderate,,,,,strongly agree,,,
1696,40,married,two,51,13,female,,,,,,,we decide together,disagree,very satisfied
4,60,divorced,one,55,2,female,,2,,,,,,strongly disagree,very satisfied
216,38,widowed,none,57,14,female,,0,,,,,,,
57,,widowed,two,75,13,female,moderate,,agree,neither agree nor disagree,neither agree nor disagree,agree,,,
2625,,divorced,five,73,16,female,extremely liberal,,agree,neither agree nor disagree,disagree,,,,
1106,20,divorced,one,31,12,female,,5,,,,,,,
2484,40,married,two,56,17,female,liberal,7,disagree,agree,disagree,agree,,,
2343,56,never married,none,29,13,female,moderate,0,strongly disagree,agree,disagree,agree,,,
2705,,divorced,two,37,12,female,moderate,,strongly agree,disagree,strongly agree,,,,
1508,55,married,none,25,16,female,,2,,,,,,disagree,very satisfied
2296,7,married,six,65,8,female,,,,,,,,,
938,,divorced,three,51,13,female,,,,,,,,neither agree nor disagree,
615,,married,three,31,12,female,,,,,,,we decide together,agree,
948,,never married,one,43,12,female,moderate,,,,,disagree,,,
1080,,married,one,28,14,female,,40,,,,,we decide together,agree,fairly satisfied
212,40,never married,one,45,14,female,liberal,6,strongly agree,agree,agree,,,,
1206,,widowed,one,72,8,female,conservative,,agree,agree,agree,,,,
2751,,married,three,30,10,female,moderate,3,strongly agree,neither agree nor disagree,agree,agree,,,
1965,,divorced,four,41,15,female,,5,,,,,mostly me,disagree,very satisfied
781,,widowed,four,76,12,female,conservative,,agree,agree,disagree,,,,
2640,,widowed,three,73,10,female,slghtly conservative,,,,,agree,,,
1552,,married,two,42,12,female,conservative,,,,strongly agree,neither,,,
942,,widowed,seven,87,6,female,,,,,,,,,
427,,never married,one,28,16,female,conservative,3,strongly agree,strongly agree,strongly agree,agree,,,
2608,,widowed,one,77,12,female,slghtly conservative,,disagree,disagree,disagree,,,,
1312,40,married,three,44,,female,,,,,,,,,
2037,,married,one,28,17,female,,20,,,,,sometimes me or sometimes my spouse,agree,
2339,89,married,three,52,16,female,slghtly conservative,10,strongly agree,agree,agree,strongly agree,,,
2017,,married,four,46,14,female,,2,,,,,sometimes me or sometimes my spouse,strongly disagree,very satisfied
118,,divorced,five,71,12,female,,0,,,,,,,
1459,40,widowed,two,38,12,female,slghtly conservative,1,strongly agree,agree,strongly agree,,,,
204,40,divorced,one,48,14,female,,2,,,,,,,
489,,widowed,two,76,8,female,moderate,,,,,neither,,,
430,8,married,one,38,18,female,,5,,,,,we decide together,disagree,fairly satisfied
1967,60,divorced,three,42,14,female,moderate,1,neither agree nor disagree,agree,neither agree nor disagree,strongly agree,,,
1660,,married,two,74,12,female,conservative,,agree,agree,agree,agree,,,
553,55,married,three,60,13,female,moderate,2,,,,agree,,,
1412,50,never married,none,25,16,female,,6,,,,,,neither agree nor disagree,very satisfied
618,45,married,four,40,12,female,slightly liberal,5,disagree,strongly agree,disagree,disagree,,,
639,,widowed,one,64,12,female,,,,,,,,neither agree nor disagree,
2209,40,married,five,40,16,female,slghtly conservative,3,strongly agree,agree,agree,,,,
121,,never married,none,76,11,female,conservative,,strongly agree,strongly agree,neither agree nor disagree,strongly agree,,,
200,,married,none,57,20,female,slghtly conservative,1,agree,agree,agree,disagree,,,
2201,41,married,one,23,12,female,,7,,,,,we decide together,disagree,very satisfied
2756,40,married,none,33,12,female,,8,,,,,,,
1900,64,never married,two,29,12,female,extremely liberal,,,,,agree,,,
718,35,never married,none,23,12,female,moderate,,,,,,,,
324,40,married,one,34,12,female,,1,,,,,we decide together,agree,fairly satisfied
2477,,married,two,36,12,female,slghtly conservative,2,strongly agree,neither agree nor disagree,agree,strongly agree,,,
2464,,married,two,66,12,female,,,,,,,mostly me,strongly agree,
2215,75,divorced,none,47,17,female,,1,,,,,,disagree,fairly satisfied
1224,40,separated,two,40,15,female,slghtly conservative,,strongly agree,strongly agree,strongly agree,strongly agree,,,
195,70,married,two,45,13,female,slightly liberal,20,strongly agree,disagree,agree,disagree,,,
115,,divorced,two,78,15,female,,,,,,,,neither agree nor disagree,
2363,,widowed,two,87,20,female,,0,,,,,,,
2287,60,never married,none,27,15,female,slghtly conservative,3,strongly agree,agree,agree,,,,
660,,widowed,three,75,14,female,moderate,,agree,agree,agree,,,,
1752,50,married,two,46,15,female,,0,,,,,we decide together,strongly disagree,very satisfied
2211,25,never married,none,20,12,female,,10,,,,,,agree,fairly satisfied
17,,divorced,three,51,12,female,slghtly conservative,,strongly agree,disagree,agree,,,,
2759,,never married,none,22,14,female,,2,,,,,,disagree,fairly satisfied
580,40,never married,none,50,12,female,liberal,,strongly agree,agree,strongly agree,agree,,,
969,10,married,one,29,13,female,slghtly conservative,3,strongly agree,agree,strongly agree,strongly disagree,,,
219,,married,none,41,14,female,,2,,,,,,,
191,20,never married,none,48,14,female,extremely liberal,,disagree,strongly agree,strongly agree,,,,
720,,widowed,seven,83,12,female,,,,,,,,,
1834,40,divorced,three,38,10,female,moderate,1,strongly agree,agree,agree,neither,,,
2630,20,married,none,49,13,female,,1,,,,,we decide together,neither agree nor disagree,very satisfied
2470,,widowed,six,86,8,female,,,,,,,,,
1836,55,never married,none,27,18,female,,10,,,,,,agree,very satisfied
1904,,divorced,eight or more,71,19,female,slghtly conservative,1,,,,strongly agree,,,
2251,,separated,none,41,10,female,,,,,,,,disagree,
1454,30,married,none,36,12,female,,1,,,,,we decide together,disagree,completely satisfied
2591,,never married,one,21,15,female,conservative,4,strongly agree,strongly agree,strongly agree,strongly agree,,,
1726,17,divorced,none,31,18,female,,20,,,,,,disagree,neither satisfied nor dissatisfied
2351,,divorced,four,59,12,female,,,,,,,,strongly disagree,
2568,30,married,one,55,14,female,slghtly conservative,10,,,,,,,
1041,,separated,four,68,13,female,,6,,,,,,strongly disagree,
2513,,married,two,52,12,female,,,,,,,sometimes me or sometimes my spouse,,
443,68,married,one,26,12,female,,0,,,,,,strongly agree,
15,,married,none,30,12,female,,3,,,,,,agree,
2186,53,never married,four,34,14,female,slightly liberal,0,strongly agree,agree,strongly agree,strongly agree,,,
2290,40,widowed,three,64,13,female,,,,,,,,,
785,,married,two,71,12,female,liberal,,agree,agree,agree,,,,
2386,,divorced,one,52,12,female,,25,,,,,,strongly disagree,
2317,35,married,three,39,16,female,,1,,,,,we decide together,disagree,fairly satisfied
1212,,never married,two,32,12,female,,,,,,,,,
2585,43,divorced,four,36,14,female,,,,,,,,agree,completely satisfied
2574,,married,one,76,13,female,moderate,,disagree,agree,disagree,agree,,,
1642,,never married,none,21,14,female,extremely liberal,2,strongly agree,disagree,strongly agree,disagree,,,
1202,40,divorced,three,63,12,female,conservative,,agree,agree,strongly agree,,,,
765,,widowed,two,71,12,female,moderate,,disagree,agree,neither agree nor disagree,agree,,,
1572,,never married,none,27,20,female,,21,,,,,,neither agree nor disagree,fairly satisfied
2394,40,never married,one,27,14,female,moderate,6,strongly agree,disagree,strongly agree,agree,,,
132,40,divorced,none,31,16,female,,2,,,,,,neither agree nor disagree,very satisfied
2697,40,married,three,41,15,female,conservative,5,strongly agree,agree,agree,agree,,,
2324,,married,none,25,15,female,moderate,27,strongly agree,agree,agree,strongly agree,,,
1051,9,married,two,63,18,female,,0,,,,,,disagree,very satisfied
2385,16,married,two,23,12,female,moderate,,agree,neither agree nor disagree,neither agree nor disagree,agree,,,
1784,,married,three,43,18,female,,0,,,,,we decide together,agree,fairly satisfied
177,,married,three,70,16,female,,1,,,,,we decide together,,
1654,20,married,two,47,16,female,moderate,7,disagree,agree,disagree,agree,,,
1289,40,never married,none,44,16,female,conservative,2,neither agree nor disagree,neither agree nor disagree,agree,agree,,,
