,PS_code,PS_name,health_board,council_area,urban,total_pop,pcnt_overcrowding,pcnt_male_unemp,pcnt_no_car,pcnt_low_class,z_overcrowding,z_male_unemp,z_no_car,z_low_class,carstairs,pcnt_limited_lot,pcnt_no_llti,pcnt_bad_health,pcnt_good_health,all_house,owned,rent,rent_social,rent_private,quintile,decile,pop_16plus,no_qual,level1,level2,level3,level4,pop_16_74,work_pt,work_ft,work_se,student,retired,staying_home,sick_disabled,unemployed,pop_4plus,work_home,light_rail,train,bus,taxi,drive,drive_pass,motorcycle,bicycle,on_foot,other.transport,travel_2,travel_2_5,travel_5_10,travel_10_20,travel_20_30,travel_30_40,travel_40_60,travel_60,other.distance,pcnt_no_qual,pcnt_level1,pcnt_level2,pcnt_level3,pcnt_level4,pcnt_work_pt,pcnt_work_ft,pcnt_work_se,pcnt_sick_disabled,pcnt_staying_home,pcnt_unemployed,pcnt_work_home,pcnt_light_rail,pcnt_train,pcnt_bus,pcnt_taxi,pcnt_drive,pcnt_drive_pass,pcnt_motorcycle,pcnt_bicycle,pcnt_on_foot,pcnt_other.transport,pcnt_travel_2,pcnt_travel_2_5,pcnt_travel_5_10,pcnt_travel_10_20,pcnt_travel_20_30,pcnt_travel_30_40,pcnt_travel_40_60,pcnt_travel_60
453,S29000453,G42 7,Greater Glasgow & Clyde,Glasgow City,Urban,5030,14.62632739,15.24926686,56.8823883,28.99478426,6.102969163,1.594581076,2.461692083,1.294823345,11.45406567,18.32293085,68.92104467,14.37652911,67.73887797,2697,676,2021,1377,644,5,10,4181,1495,805,414,426,1041,3945,421,1270,202,444,376,239,519,474,2874,447,15,113,779,22,627,153,8,32,655,23,592,981,347,160,19,24,22,37,245,35.75699593,19.25376704,9.901937336,10.18895001,24.89834968,10.67173638,32.19264892,5.120405577,13.15589354,6.058301648,12.01520913,15.55323591,0.521920668,3.931802366,27.10508003,0.765483646,21.81628392,5.323590814,0.27835769,1.113430759,22.79053584,0.800278358,20.59846903,34.13361169,12.07376479,5.567153793,0.661099513,0.835073069,0.765483646,1.287404315
454,S29000454,G42 8,Greater Glasgow & Clyde,Glasgow City,Urban,10027,14.4837284,11.79684989,47.50903978,18.494674,6.026389508,0.779366645,1.786438123,-0.034309771,8.557884505,13.58985894,74.19955501,9.421766467,73.22831501,5055,2315,2740,939,1801,5,10,8357,2142,1337,963,936,2979,7873,797,2991,621,1031,642,445,517,829,6463,987,66,811,1374,41,1435,323,11,175,1209,31,1134,2217,859,412,79,71,57,96,551,25.63120737,15.99856408,11.5232739,11.20019146,35.64676319,10.12320589,37.99060079,7.887717516,6.56674711,5.652229138,10.52965833,15.27154572,1.021197586,12.54835216,21.25947702,0.634380319,22.20331116,4.997679096,0.170199598,2.707720873,18.70648306,0.479653412,17.54603125,34.30295528,13.29104131,6.374748569,1.222342565,1.09856104,0.88194337,1.485378307
455,S29000455,G42 9,Greater Glasgow & Clyde,Glasgow City,Urban,8044,5.150268113,8.129175947,37.02456665,11.32978723,1.014059754,-0.086676117,1.031138992,-0.941261036,1.017261593,10.79320567,77.84068174,6.670998143,78.7972804,4592,2725,1867,535,1332,4,7,7134,1220,894,923,818,3279,6670,614,3597,502,495,564,171,286,441,5719,523,29,913,1111,26,1852,237,13,155,817,43,757,1816,1311,498,85,89,83,139,418,17.10120549,12.53153911,12.93804317,11.46621811,45.96299411,9.205397301,53.92803598,7.526236882,4.287856072,2.563718141,6.611694153,9.144955412,0.507081658,15.96432943,19.42647316,0.454624934,32.38328379,4.144081133,0.227312467,2.710264032,14.28571429,0.751879699,13.23657982,31.75380311,22.92358804,8.707816052,1.486273824,1.556216122,1.451302675,2.430494842
456,S29000456,G43 1,Greater Glasgow & Clyde,Glasgow City,Urban,6323,5.630238811,13.17677756,45.15261743,23.49234923,1.27181747,1.105207052,1.616681977,0.598309838,4.592016338,14.47171535,73.07964483,10.58024674,72.43434212,3375,1383,1992,1567,425,5,9,5301,1881,1089,608,516,1207,4697,542,1629,243,408,724,215,445,491,3497,451,19,288,740,30,1088,270,3,40,549,19,562,800,1077,157,57,29,32,53,279,35.48387097,20.54329372,11.46953405,9.73401245,22.76928881,11.53928039,34.68171173,5.17351501,9.474132425,4.577389823,10.45348095,12.89676866,0.543322848,8.23563054,21.16099514,0.857878181,31.11238204,7.720903632,0.085787818,1.143837575,15.69917072,0.543322848,16.07091793,22.8767515,30.79782671,4.489562482,1.629968544,0.829282242,0.91507006,1.515584787
457,S29000457,G43 2,Greater Glasgow & Clyde,Glasgow City,Urban,10325,3.586702955,8.013544018,20.15940902,12.8458096,0.174381443,-0.113980124,-0.183823242,-0.749358714,-0.872780637,9.16005561,81.35397793,5.591650063,83.62506394,4317,3212,1105,682,423,3,5,8469,1940,1445,1179,728,3177,7583,962,2845,728,713,1193,330,342,470,6503,709,41,610,936,40,2528,594,8,107,901,29,979,1319,2311,401,91,64,60,127,442,22.90707285,17.06222695,13.92136026,8.596056205,37.51328374,12.68627192,37.51813267,9.600421997,4.510088356,4.351839641,6.198074641,10.90266031,0.630478241,9.380286022,14.39335691,0.615100723,38.87436568,9.134245733,0.123020145,1.645394433,13.85514378,0.445948024,15.05459019,20.28294633,35.53744426,6.166384746,1.399354144,0.984161156,0.922651084,1.952944795
458,S29000458,G44 3 (part) East Renfrewshire,Greater Glasgow & Clyde,East Renfrewshire,Urban,4791,1.136842105,3.086419753,8.378947368,3.904741472,-1.141262493,-1.277415143,-1.032485101,-1.881143948,-5.332306685,5.542975791,85.38106085,2.390726873,88.42451065,1984,1823,161,78,83,1,1,3824,599,542,591,271,1821,3164,424,1255,302,336,592,107,63,85,3036,257,6,276,541,10,1275,198,7,46,397,23,400,737,1043,265,37,28,41,63,165,15.66422594,14.17364017,15.45502092,7.086820084,47.62029289,13.40075853,39.66498104,9.544879899,1.991150442,3.381795196,2.686472819,8.465085639,0.197628458,9.090909091,17.81949934,0.329380764,41.99604743,6.52173913,0.230566535,1.515151515,13.07641634,0.757575758,13.17523057,24.27536232,34.3544137,8.72859025,1.218708827,0.92226614,1.350461133,2.075098814
459,S29000459,G44 3 (part) Glasgow City,Greater Glasgow & Clyde,Glasgow City,Urban,4247,3.224276908,5.149501661,19.70128023,8.614324391,-0.020251501,-0.790262473,-0.216826739,-1.284991863,-2.312332577,8.141895984,82.2105745,4.175344901,84.57814585,1946,1501,445,112,333,2,3,3607,722,569,586,354,1376,3179,359,1436,272,265,491,103,107,146,2762,283,13,456,369,16,1042,237,5,37,289,15,360,527,1037,213,30,22,36,46,208,20.01663432,15.77488217,16.24618797,9.814250069,38.14804547,11.29285939,45.17143756,8.556149733,3.365838314,3.240012583,4.592639195,10.24619841,0.470673425,16.50977552,13.35988414,0.579290369,37.7262853,8.580738595,0.18102824,1.339608979,10.4634323,0.543084721,13.03403331,19.08037654,37.54525706,7.711803041,1.086169442,0.796524258,1.303403331,1.665459812
460,S29000460,G44 4 (part) Glasgow City,Greater Glasgow & Clyde,Glasgow City,Urban,9166,3.862520458,8.769344141,27.69230769,15.59189314,0.322503172,0.064485911,0.358845116,-0.401751834,0.344082366,9.165737078,80.69331796,5.39134405,81.68877932,4491,3185,1306,347,959,3,6,7768,1753,1623,1241,874,2277,7173,851,3394,413,589,857,233,320,516,6164,497,26,676,1078,64,2256,455,9,59,1018,26,1138,1509,1786,460,52,59,55,61,547,22.5669413,20.89340886,15.97579815,11.25128733,29.31256437,11.8639342,47.31632511,5.757702495,4.461173846,3.248292207,7.193642827,8.062946139,0.421804023,10.96690461,17.48864374,1.038286827,36.59961064,7.381570409,0.146009085,0.957170668,16.51524984,0.421804023,18.46203764,24.48085659,28.97469176,7.462686567,0.843608047,0.957170668,0.892277742,0.989617132
461,S29000461,G44 4 (part) South Lanarkshire,Lanarkshire,South Lanarkshire,Urban,172,6.395348837,10.20408163,29.06976744,25.78616352,1.682702997,0.403268485,0.458077012,0.888667221,3.432715716,9.615133478,80.3828824,6.408189033,82.86443001,76,48,28,0,28,5,9,133,32,28,16,21,36,127,26,44,3,13,16,5,6,14,115,14,0,10,29,2,27,6,0,1,24,2,24,24,29,10,0,0,4,5,5,24.06015038,21.05263158,12.03007519,15.78947368,27.06766917,20.47244094,34.64566929,2.362204724,4.724409449,3.937007874,11.02362205,12.17391304,0,8.695652174,25.2173913,1.739130435,23.47826087,5.217391304,0,0.869565217,20.86956522,1.739130435,20.86956522,20.86956522,25.2173913,8.695652174,0,0,3.47826087,4.347826087
462,S29000462,G44 5,Greater Glasgow & Clyde,Glasgow City,Urban,9990,4.174174174,8.270944742,21.8018018,15.80370139,0.489869952,-0.053200448,-0.065505629,-0.374940557,-0.003776681,9.404022261,80.4085446,5.225222478,82.31106851,4159,3393,766,117,649,3,6,8121,1905,1957,1346,927,1986,7537,1069,3393,477,681,906,232,292,487,6879,598,22,518,1401,59,2581,652,18,49,953,28,1179,1347,2333,505,58,51,65,95,648,23.45770225,24.09801749,16.57431351,11.41485039,24.45511636,14.18336208,45.01791164,6.328778028,3.874220512,3.078147804,6.461456813,8.693124001,0.319813926,7.530164268,20.36633232,0.857682803,37.51998837,9.47812182,0.26166594,0.712312836,13.85375781,0.407035906,17.13911906,19.5813345,33.9148132,7.341183312,0.843145806,0.741386829,0.944904783,1.381014682
463,S29000463,G45 0,Greater Glasgow & Clyde,Glasgow City,Urban,5851,6.478725267,21.95892575,51.11188934,38.44407759,1.727478477,3.178923524,2.045986611,2.490941137,9.443329748,20.44959252,67.38181679,14.87163284,66.75840064,2531,653,1878,1770,108,5,10,4481,1923,1283,475,338,462,4237,614,1266,153,335,357,259,606,647,3325,448,12,46,1000,38,828,387,4,20,529,13,815,676,866,205,9,13,16,13,264,42.91452801,28.63200179,10.60031243,7.542959161,10.31019862,14.49138541,29.87963181,3.611045551,14.30257257,6.112815671,15.27023838,13.47368421,0.360902256,1.383458647,30.07518797,1.142857143,24.90225564,11.63909774,0.120300752,0.601503759,15.90977444,0.390977444,24.5112782,20.33082707,26.04511278,6.165413534,0.270676692,0.390977444,0.481203008,0.390977444
464,S29000464,G45 9,Greater Glasgow & Clyde,Glasgow City,Urban,8970,4.414414414,23.00337458,57.20720721,39.90561091,0.618885694,3.425547777,2.485091965,2.675946083,9.20547152,20.93313602,65.25065804,14.23277997,65.25023631,4433,963,3470,3284,186,5,10,7314,3660,1888,680,555,531,6640,842,1839,177,409,996,365,1047,965,4398,588,5,66,1224,49,1117,368,6,21,941,13,1165,729,1186,258,23,16,24,33,376,50.04101723,25.81350834,9.297238173,7.588187039,7.260049221,12.68072289,27.69578313,2.665662651,15.76807229,5.496987952,14.53313253,13.36971351,0.11368804,1.500682128,27.8308322,1.114142792,25.39790814,8.367439745,0.136425648,0.477489768,21.39608913,0.295588904,26.48931332,16.57571623,26.96680309,5.866302865,0.522964984,0.363801728,0.545702592,0.750341064
465,S29000465,G46 6,Greater Glasgow & Clyde,East Renfrewshire,Urban,9198,1.228878648,4.680120223,6.352863726,3.953853047,-1.09183629,-0.901096861,-1.178443719,-1.874927269,-5.046304139,5.340860137,86.83301216,2.388236214,88.58920858,3621,3426,195,37,158,1,1,7490,1133,1057,1235,690,3375,6482,877,2363,749,665,1206,265,111,246,5922,684,14,553,511,27,2571,686,6,72,756,42,871,1027,2131,490,130,75,60,109,345,15.12683578,14.11214953,16.48865154,9.212283044,45.06008011,13.52977476,36.4547979,11.55507559,1.712434434,4.088244369,3.795124961,11.55015198,0.236406619,9.338061466,8.628841608,0.455927052,43.41438703,11.58392435,0.101317123,1.215805471,12.76595745,0.709219858,14.70786896,17.34211415,35.98446471,8.274231678,2.195204323,1.266464032,1.013171226,1.840594394
466,S29000466,G46 7 (part) East Renfrewshire,Greater Glasgow & Clyde,East Renfrewshire,Urban,7188,2.438682551,5.921416713,12.99229152,9.807636258,-0.442137688,-0.607991243,-0.700140806,-1.133939133,-2.88420887,8.43614523,81.61493431,4.997660032,84.38935924,2972,2373,599,347,252,2,3,5811,1222,1062,963,561,2003,5083,707,1914,499,538,728,197,247,253,4667,451,16,396,416,24,2011,391,12,37,878,35,1098,610,1630,307,77,58,38,91,307,21.02908277,18.27568405,16.57201859,9.654104285,34.46911031,13.90910879,37.65492819,9.817037183,4.859335038,3.875663978,4.977375566,9.663595457,0.342832655,8.485108207,8.913649025,0.514248982,43.0897793,8.377973002,0.257124491,0.792800514,18.81294193,0.749946432,23.52689094,13.07049496,34.92607671,6.578101564,1.649882151,1.242768374,0.814227555,1.949860724
467,S29000467,G46 7 (part) Glasgow City,Greater Glasgow & Clyde,Glasgow City,Urban,597,3.852596315,3.550295858,6.030150754,6.968641115,0.317173629,-1.167880721,-1.20169189,-1.493307023,-3.545706005,6.252897774,86.45711057,3.872160852,86.03417619,190,173,17,6,11,1,2,434,50,96,78,40,170,427,53,161,73,54,32,32,6,16,452,58,2,40,23,0,203,93,0,0,27,6,34,75,162,57,12,2,9,16,27,11.52073733,22.11981567,17.97235023,9.216589862,39.17050691,12.41217799,37.70491803,17.09601874,1.405152225,7.494145199,3.7470726,12.83185841,0.442477876,8.849557522,5.088495575,0,44.91150442,20.57522124,0,0,5.973451327,1.327433628,7.522123894,16.59292035,35.84070796,12.61061947,2.654867257,0.442477876,1.991150442,3.539823009
468,S29000468,G46 8 (part) East Renfrewshire,Greater Glasgow & Clyde,East Renfrewshire,Urban,481,6.237006237,15.7480315,39.08523909,22.58064516,1.597668583,1.712353678,1.17958938,0.482903805,4.972515447,14.90351728,70.32795352,10.34684504,70.55963768,272,121,151,125,26,5,10,416,170,106,54,34,52,362,44,125,13,26,50,11,52,41,261,12,0,17,43,0,109,33,0,3,43,1,58,58,72,16,4,6,1,3,31,40.86538462,25.48076923,12.98076923,8.173076923,12.5,12.15469613,34.53038674,3.591160221,14.36464088,3.038674033,11.32596685,4.597701149,0,6.513409962,16.47509579,0,41.76245211,12.64367816,0,1.149425287,16.47509579,0.383141762,22.22222222,22.22222222,27.5862069,6.130268199,1.53256705,2.298850575,0.383141762,1.149425287
469,S29000469,G46 8 (part) Glasgow City,Greater Glasgow & Clyde,Glasgow City,Urban,9070,7.538581104,17.64146457,44.73187521,33.3676622,2.296650765,2.159447403,1.586371801,1.848354379,7.890824348,15.65812662,72.05859852,11.35088131,70.34900656,4122,1550,2572,2316,256,5,10,7133,2916,1837,842,606,932,6711,898,2105,275,657,773,438,691,874,5253,635,13,221,1071,84,1592,663,6,29,918,21,1063,1263,1373,343,55,25,34,38,424,40.88041497,25.75353989,11.80428992,8.495724099,13.06603112,13.38101624,31.36641335,4.097749963,10.29652809,6.526598122,13.02339443,12.08833048,0.247477632,4.207119741,20.38834951,1.599086236,30.30649153,12.62135922,0.114220445,0.552065486,17.47572816,0.399771559,20.23605559,24.04340377,26.13744527,6.529602132,1.04702075,0.475918523,0.647249191,0.723396155
470,S29000470,G5 0,Greater Glasgow & Clyde,Glasgow City,Urban,7126,5.799395596,13.6738056,56.95783566,32.63086336,1.362659405,1.222569593,2.467127294,1.755088336,6.807444627,19.87074629,67.40460054,14.13438681,67.15807609,3884,1089,2795,2275,520,5,10,6066,2279,1105,651,655,1376,5603,559,1894,197,720,671,247,706,609,4038,531,103,160,743,37,925,170,6,67,1254,42,951,1371,355,267,30,51,34,63,385,37.57006264,18.2162875,10.73194857,10.79788988,22.68381141,9.976798144,33.80331965,3.515973586,12.60039265,4.408352668,10.86917723,13.15007429,2.550767707,3.962357603,18.40019812,0.916295196,22.90737989,4.210004953,0.14858841,1.659237246,31.05497771,1.040118871,23.551263,33.95245171,8.791480931,6.61218425,0.742942051,1.263001486,0.842000991,1.560178306
471,S29000471,G5 8,Greater Glasgow & Clyde,Glasgow City,Urban,1989,1.685698749,9.731543624,45.84013051,10.09463722,-0.846511093,0.291688741,1.666210268,-1.097609755,0.013778161,7.969420986,81.23489441,3.337120627,84.78113086,1043,339,704,50,654,3,6,1906,175,203,347,245,936,1900,99,763,94,621,32,43,84,164,1607,212,93,99,177,9,316,26,1,16,637,21,447,461,134,118,12,21,22,34,146,9.181532004,10.65057712,18.20566632,12.85414481,49.10807975,5.210526316,40.15789474,4.947368421,4.421052632,2.263157895,8.631578947,13.19228376,5.787181083,6.160547604,11.01431238,0.560049782,19.66397013,1.617921593,0.062227754,0.995644057,39.63907903,1.306782825,27.81580585,28.6869944,8.338518979,7.342874922,0.746733043,1.306782825,1.369010579,2.115743622
472,S29000472,G5 9,Greater Glasgow & Clyde,Glasgow City,Urban,1782,8.414239482,13.49693252,65.63106796,34.38538206,2.766903855,1.180804798,3.091945035,1.977180185,9.016833874,20.59629881,65.27728814,16.36218316,65.55254939,886,204,682,531,151,5,10,1562,545,256,161,256,344,1459,137,355,26,379,170,59,179,154,1027,245,22,33,212,2,133,31,1,12,327,9,300,198,94,51,6,14,4,13,102,34.89116517,16.38924456,10.30729834,16.38924456,22.02304738,9.389993146,24.33173406,1.782042495,12.26867718,4.043865661,10.55517478,23.85589094,2.142161636,3.213242454,20.64264849,0.194741967,12.9503408,3.018500487,0.097370983,1.168451801,31.84031159,0.876338851,29.21129503,19.27945472,9.152872444,4.965920156,0.584225901,1.363193768,0.389483934,1.265822785
473,S29000473,G51 1,Greater Glasgow & Clyde,Glasgow City,Urban,5665,8.614164714,11.8537859,49.32420256,20.49403391,2.874269308,0.792810866,1.91720205,0.218774759,5.803056982,13.95658669,74.40076188,9.872411334,73.16318049,3083,1296,1787,632,1155,5,10,5007,1366,914,567,552,1608,4663,418,1984,300,605,397,166,305,488,3708,485,485,109,698,32,895,179,6,74,727,18,638,1469,451,163,51,54,38,57,302,27.28180547,18.25444378,11.3241462,11.02456561,32.11503895,8.964186146,42.54771606,6.433626421,6.540853528,3.559939953,10.46536564,13.0798274,13.0798274,2.939590076,18.82416397,0.862998921,24.13700108,4.827400216,0.161812298,1.995685005,19.60625674,0.485436893,17.20604099,39.61704423,12.16289105,4.395900755,1.375404531,1.45631068,1.024811219,1.537216828
474,S29000474,G51 2,Greater Glasgow & Clyde,Glasgow City,Urban,4371,8.822841095,20.56338028,61.36204072,38.46372688,2.986334373,2.849395307,2.784405255,2.493428398,11.11356333,19.91758171,67.45115275,14.86447014,67.57189309,2302,633,1669,1207,462,5,10,3677,1563,765,374,335,640,3388,356,1038,117,309,392,180,482,514,2294,327,371,77,438,20,445,126,4,31,449,6,456,916,266,63,27,18,18,20,183,42.50747892,20.80500408,10.17133533,9.110688061,17.40549361,10.50767414,30.63754427,3.453364817,14.22668241,5.312868949,15.17119244,14.25457716,16.17262424,3.356582389,19.09328684,0.871839582,19.39843069,5.492589364,0.174367916,1.351351351,19.57279861,0.261551874,19.87794246,39.93025283,11.59546643,2.746294682,1.176983435,0.784655623,0.784655623,0.871839582
475,S29000475,G51 3,Greater Glasgow & Clyde,Glasgow City,Urban,4890,6.627882817,23.23780015,63.03760648,36.12255407,1.807580262,3.480902362,2.905112642,2.197076242,10.39067151,19.76622261,67.40938417,14.44918714,66.49316346,2670,442,2228,2004,224,5,10,4030,1563,1043,402,347,675,3821,448,1209,119,365,382,202,467,629,2677,410,384,58,543,19,543,171,7,35,495,12,634,843,436,80,19,13,9,18,215,38.78411911,25.8808933,9.975186104,8.610421836,16.74937965,11.7246794,31.64093169,3.114367967,12.22193143,5.286574195,16.46165925,15.31565185,14.34441539,2.166604408,20.28389989,0.70974972,20.28389989,6.387747479,0.261486739,1.307433694,18.49084796,0.448262981,23.68322749,31.49047441,16.28688831,2.988419873,0.70974972,0.485618229,0.336197236,0.672394471
476,S29000476,G51 4 (part) Glasgow City,Greater Glasgow & Clyde,Glasgow City,Urban,7333,4.038037486,14.84240688,44.66648291,32.29295426,0.416760735,1.498509793,1.581660954,1.712314863,5.209246345,16.8158271,71.44919867,11.16895766,71.63603602,3681,1639,2042,1718,324,5,10,6108,2542,1476,666,565,859,5524,758,2139,185,392,695,194,608,553,4270,451,216,118,806,40,1311,387,8,37,871,25,1123,1219,896,136,51,15,19,40,320,41.61755075,24.16502947,10.90373281,9.25016372,14.06352325,13.72194062,38.72194062,3.349022448,11.00651702,3.511947864,10.01086169,10.56206089,5.058548009,2.763466042,18.87587822,0.93676815,30.70257611,9.06323185,0.18735363,0.866510539,20.39812646,0.585480094,26.29976581,28.54800937,20.98360656,3.18501171,1.194379391,0.351288056,0.444964871,0.93676815
477,S29000477,G52 1,Greater Glasgow & Clyde,Glasgow City,Urban,7684,4.885993485,9.891984082,36.40390879,24.89516354,0.872136872,0.329573323,0.986426937,0.77588197,2.964019102,15.03844059,73.43156479,10.37083742,74.66093885,3727,2288,1439,1070,369,5,9,6460,2511,1439,762,643,1105,5486,694,2153,241,455,869,196,463,415,4358,445,68,206,937,34,1487,383,8,63,715,12,792,1282,1158,178,53,21,42,37,350,38.86996904,22.2755418,11.79566563,9.953560372,17.10526316,12.65038279,39.2453518,4.393000365,8.439664601,3.572730587,7.564710171,10.21110601,1.560348784,4.726938963,21.50068839,0.780174392,34.12115649,8.788435062,0.183570445,1.445617256,16.40660854,0.275355668,18.17347407,29.41716384,26.57182194,4.084442405,1.216154199,0.481872419,0.963744837,0.849013309
478,S29000478,G52 2,Greater Glasgow & Clyde,Glasgow City,Urban,10019,6.037584966,14.33389545,40.73370652,26.24529555,1.490573772,1.378435694,1.29834461,0.946785429,5.114139505,14.60854809,73.29035624,9.446072058,74.27412521,4666,2516,2150,1634,516,5,10,8140,3024,1980,1013,797,1326,7219,916,2702,307,576,1052,295,638,733,5755,687,47,332,1079,63,1885,473,13,43,1101,32,1320,1291,1604,204,121,34,31,44,419,37.14987715,24.32432432,12.44471744,9.791154791,16.28992629,12.68873805,37.42900679,4.252666574,8.837789167,4.086438565,10.15376091,11.9374457,0.816681147,5.768896612,18.74891399,1.094700261,32.75412685,8.218940052,0.22589053,0.747176368,19.13119027,0.556038228,22.93657689,22.43266725,27.87141616,3.544743701,2.102519548,0.590790617,0.538662033,0.764552563
479,S29000479,G52 3,Greater Glasgow & Clyde,Glasgow City,Urban,8026,4.188348775,11.11680328,35.89287981,22.55804369,0.49748211,0.618788182,0.949612522,0.480042849,2.545925663,11.74749054,77.46967919,7.542603709,78.76476893,3781,2412,1369,991,378,4,8,6679,2187,1601,916,735,1240,5813,820,2249,276,488,924,209,398,449,4725,467,32,263,894,34,1677,415,6,40,879,18,1043,1014,1418,218,69,27,28,48,393,32.74442282,23.97065429,13.71462794,11.00464141,18.56565354,14.10631344,38.68914502,4.747978669,6.846722863,3.595389644,7.724066747,9.883597884,0.677248677,5.566137566,18.92063492,0.71957672,35.49206349,8.783068783,0.126984127,0.846560847,18.6031746,0.380952381,22.07407407,21.46031746,30.01058201,4.613756614,1.46031746,0.571428571,0.592592593,1.015873016
480,S29000480,G52 4 (part) Glasgow City,Greater Glasgow & Clyde,Glasgow City,Urban,3960,5.265848671,15.31631521,38.34355828,31.5804041,1.076129753,1.61041311,1.126158858,1.622118285,5.434820006,15.99762776,72.09434017,10.77783436,72.99751776,1678,967,711,573,138,5,10,3120,1327,816,361,251,365,2776,361,1076,79,221,365,149,249,276,2308,245,2,109,475,36,730,270,6,22,396,17,494,638,547,101,47,9,7,29,191,42.53205128,26.15384615,11.57051282,8.044871795,11.69871795,13.00432277,38.76080692,2.845821326,8.969740634,5.367435159,9.942363112,10.6152513,0.086655113,4.72270364,20.58058925,1.559792028,31.62911612,11.69844021,0.259965338,0.953206239,17.15771231,0.736568458,21.40381282,27.64298094,23.70017331,4.376083189,2.036395147,0.389948007,0.303292894,1.256499133
481,S29000481,G53 5,Greater Glasgow & Clyde,Glasgow City,Urban,9335,6.43804594,16.51013347,43.01736223,33.54492188,1.705632538,1.89230776,1.462858664,1.870792401,6.931591363,16.6200522,70.97862015,11.39501618,71.4047497,3917,1911,2006,1694,312,5,10,7385,3244,2044,777,568,752,6700,987,2187,225,613,950,382,644,712,5443,691,33,120,1147,82,1611,535,9,47,1139,29,1378,1152,1386,242,61,15,26,40,452,43.92687881,27.67772512,10.52132701,7.69126608,10.18280298,14.73134328,32.64179104,3.358208955,9.611940299,5.701492537,10.62686567,12.69520485,0.6062833,2.204666544,21.07293772,1.506522139,29.59764836,9.829138343,0.165349991,0.863494396,20.92595995,0.532794415,25.31692082,21.16479882,25.46389859,4.446077531,1.120705493,0.275583318,0.477677751,0.734888848
482,S29000482,G53 6,Greater Glasgow & Clyde,Glasgow City,Urban,6916,6.844161482,17.56296801,48.38663001,39.46263644,1.923727966,2.140912119,1.84965953,2.619873144,8.53417276,19.78013207,67.11317117,13.88955771,66.36229154,2986,924,2062,1811,251,5,10,5508,2686,1410,544,422,446,5126,760,1490,150,438,712,280,682,614,3802,520,6,134,969,58,1020,344,5,23,712,11,932,671,1047,204,54,10,16,21,327,48.7654321,25.59912854,9.87654321,7.661583152,8.097312999,14.82637534,29.06749902,2.926258291,13.30472103,5.46234881,11.9781506,13.6770121,0.157811678,3.52446081,25.48658601,1.525512888,26.82798527,9.047869542,0.131509732,0.604944766,18.7269858,0.28932141,24.51341399,17.648606,27.53813782,5.365597054,1.420305103,0.263019463,0.420831142,0.552340873
483,S29000483,G53 7 (part) Glasgow City,Greater Glasgow & Clyde,Glasgow City,Urban,15160,4.768355459,8.412351082,18.84990517,15.86231884,0.808961955,-0.019810365,-0.278159611,-0.367520598,0.143471382,11.76987545,78.0956319,7.146737519,78.68801004,5891,4079,1812,1313,499,3,6,11798,3288,2913,1678,1353,2566,11061,1607,4718,761,1020,978,506,674,797,10354,1164,50,369,1678,80,4586,1436,14,59,844,74,1118,2321,3529,834,220,81,99,133,855,27.86913036,24.69062553,14.22274962,11.46804543,21.74944906,14.52852364,42.65437121,6.88002893,6.093481602,4.574631588,7.205496791,11.24203206,0.482905157,3.563840062,16.20629708,0.772648252,44.29206104,13.86903612,0.135213444,0.569828086,8.151439057,0.714699633,10.79775932,22.41645741,34.08344601,8.054858026,2.124782693,0.782306355,0.956152212,1.284527719
484,S29000484,G60 5,Greater Glasgow & Clyde,West Dunbartonshire,Urban,5478,2.258538377,6.614785992,12.24752112,12.98212606,-0.538880159,-0.444266916,-0.753793901,-0.732103398,-2.469044374,9.706010051,81.29647031,5.484651189,83.04664685,2368,1872,496,307,189,2,3,4489,971,1123,741,587,1067,4147,570,2010,214,308,588,96,158,203,3817,293,3,361,477,17,1857,525,7,27,225,25,325,907,778,963,172,30,17,47,285,21.63065271,25.01670751,16.50701715,13.076409,23.76921363,13.74487581,48.46877261,5.160356884,3.80998312,2.314926453,4.895104895,7.676185486,0.078595756,9.457689285,12.49672518,0.44537595,48.65077286,13.75425727,0.183390097,0.707361802,5.894681687,0.654964632,8.514540215,23.76211685,20.38249935,25.22923762,4.506156668,0.785957558,0.44537595,1.231333508
485,S29000485,G61 1 (part) East Dunbartonshire,Greater Glasgow & Clyde,East Dunbartonshire,Urban,6640,1.235697941,3.95256917,7.337909992,5.883263663,-1.088174139,-1.072892482,-1.107481203,-1.630697115,-4.899244939,5.750552085,85.44574173,2.904091702,88.38436079,2704,2505,199,47,152,1,1,5556,888,914,923,565,2266,4899,622,2030,499,460,898,133,92,165,4426,454,5,652,381,33,1952,484,2,45,379,39,454,1146,1492,278,128,47,30,77,320,15.98272138,16.45068395,16.61267099,10.16918647,40.78473722,12.69646867,41.43702796,10.18575219,1.877934272,2.714839763,3.368034293,10.25756891,0.112968821,14.73113421,8.60822413,0.745594216,44.10302756,10.93538183,0.045187528,1.016719385,8.563036602,0.881156801,10.25756891,25.89245368,33.70989607,6.281066426,2.892001808,1.061906914,0.677812924,1.739719837
